filename	sentno	begin	end	gender	number	category	mentions
ConanDoyle_SherlockHolmesDeAgraSchat	1	0	4	n	sg	PKM.in	De kennis der gevolgtrekking
ConanDoyle_SherlockHolmesDeAgraSchat	2	0	2	m	sg	PER.fic	Sherlock Holmes, zijn, zijn, zijn, zijne, hij, zijn, zijne, hij, mijn metgezel, hem, Zijn, zijn, zijne, Hij, zijne, hij, hij, Hij, hij, ik, Ik, mij, gij, Gij, gij, gij, gij, u, u, uw, Hij, hij, zijn, zijne, zijn, Mijn, hij, mij, mij, mij, ik, mij, ik, ik, Ik, ik, mijn, ik, de eenige op dat gebied in de wereld, De eenige particuliere detective, De eenige particuliere , consulteerende detective, hij, ik, het laatste en hoogste Hof van appèl voor onthullingen, mij, Ik, Ik, Mijn, mijne, mijn, mijne, Hij, Ik, hij, ik, hem, hem, zijn, hij, zijne, hem, mijn metgezel, mijn, Holmes, hij, zijn, ik, Ik, mijne, ik, hij, hij, den eenigen Sherlock Holmes, mijn, Sherlock Holmes, mijne, Uwe, hij, Gij, Ik, mijn, ik, mijn, uwe, gij, hij, zijn, zijn, mij, mij, gij, hij, zich, mij, ge, ik, ik, ik, gij, gij, uwe, hij, mij, mij, mijn, u, gij, uw, hem, hij, Hij, zijn, zijn, zijn, hij, hij, mij, Gij, mijn metgezel, hij, zijn, hij, mijn, hij, ik, gij, ik, mij, gij, gij, ik, u, Holmes, gij, u, Gij, Gij, gij, hij, ik, mijne, ik, Ik, ik, mij, gij, Ik, mij, Ik, ik, mijn, ik, zijne, mijn, ik, Ik, u, uw, gij, sir, mijn metgezel, hij, ik, mij, Ik, Sherlock Holmes, Mr. Holmes, gij, uwe, hij, ik, ik, ik, mij, gij, Holmes, zijne, zijne, Hij, zijn, zijne, mij, hij, uw, Holmes, zijn, Holmes, u, Sherlock Holmes, u, gij, Holmes, u, ik, Holmes, hem, Hij, hij, Ik, ik, mij, ik, mijn metgezel, Hij, zijn, zijn, hij, ik, Gij, een automaat, een rekenmachine, Hij, hij, mij, Ik, ik, mijne, Ik, Holmes, hij, Ik, Ik, mij, Ik, Holmes, Hij, hem, hij, hem, gij, Ik, Ik, Holmes, mij, u, Sherlock Holmes, Holmes, zijn, zijn, hij, Sherlock Holmes, gij, Holmes, zijn, hij, zijn, hij, ik, ik, Ik, ik, Ik, mijne, Hij, zijn, hij, zijn, onze metgezel, Holmes, Hij, zijn, zijn, zijn, Sherlock Holmes, hij, hij, ik, mijn metgezel, u, Deze, Mr. Sherlock Holmes, mij, Holmes, ik, mij
ConanDoyle_SherlockHolmesDeAgraSchat	2	3	5	n	sg	OBJ	zijn flesch
ConanDoyle_SherlockHolmesDeAgraSchat	2	6	8	n	sg	OBJ	den schoorsteenmantel
ConanDoyle_SherlockHolmesDeAgraSchat	2	9	14	n	sg	OBJ	zijn werktuig voor onderhuidsche inspuitingen
ConanDoyle_SherlockHolmesDeAgraSchat	2	15	18	n	sg	OBJ	zijn marokijnen foudraal
ConanDoyle_SherlockHolmesDeAgraSchat	3	1	8	n	pl	PKM.uit	zijne lange , witte , zenuwachtige vingers
ConanDoyle_SherlockHolmesDeAgraSchat	3	10	13	n	sg	OBJ	de fijne naald
ConanDoyle_SherlockHolmesDeAgraSchat	3	18	23	n	sg	OBJ	de linkermouw van zijn overhemd
ConanDoyle_SherlockHolmesDeAgraSchat	3	21	23	n	sg	OBJ	zijn overhemd
ConanDoyle_SherlockHolmesDeAgraSchat	4	4	6	n	pl	PKM.uit	zijne oogen, zijne oogen, zijne oogen
ConanDoyle_SherlockHolmesDeAgraSchat	4	8	13	n	pl	PKM.uit	den gespierden voorarm en pols, die
ConanDoyle_SherlockHolmesDeAgraSchat	4	17	21	n	sg	MISC	ontelbare teekenen van inprikkingen
ConanDoyle_SherlockHolmesDeAgraSchat	4	20	21	n	pl	MISC	inprikkingen
ConanDoyle_SherlockHolmesDeAgraSchat	5	3	6	n	sg	OBJ	de scherpe punt
ConanDoyle_SherlockHolmesDeAgraSchat	5	9	12	n	sg	OBJ	den kleinen piston
ConanDoyle_SherlockHolmesDeAgraSchat	5	16	21	n	sg	PKM.in	een langen zucht van voldoening
ConanDoyle_SherlockHolmesDeAgraSchat	5	22	25	n	sg	OBJ	den fluweelen armstoel, zijn fauteuil
ConanDoyle_SherlockHolmesDeAgraSchat	6	4	5	fm	sg	PER.fic	ik, mij, mij, ik, mij, mijn, mij, ik, mij, mij, mijn, ik, mij, mij, ik, mijn, mijne, ik, ik, mij, ik, gij, ik, mijn, Ik, mij, mijne, gij, Watson, ik, ik, kameraad, geneeskundige, die, ik, gij, ik, ik, mijn, Ik, u, Gij, gij, ik, ik, mij, mij, ik, ik, ik, mijn, Ik, ik, mijn, Ik, mijn, Ik, ik, je, mij, Ik, ik, ik, gij, ik, gij, u, ik, mij, ik, gij, gij, ik, ik, ik, mij, ik, mijne, u, gij, uw, ik, gij, uw, uwen, gij, gij, ik, ik, gij, ik, mijn, mij, Ik, ik, mij, ik, Ik, mijn, mij, ik, mij, mijn, ik, mijn, uw, uwen, uw, Uw, uw, ik, Ik, mijn, ik, ik, mijn, mij, ik, Waarde dokter, u, u, u, gij, ge, u, gij, uw, Ik, ik, uw, u, u, gij, ik, ik, ik, Ik, ik, dokter, Ik, mijn, mijn, dokter, gij, mijne, ik, ik, ik, Ik, mijn, Gij, mij, ik, mijn, mijne, mij, uw vriend, hij, Ik, mij, Gij, mij, ik, Dr. Watson, de rechte man, hij, Ik, mij, ik, ik, Mij, ik, ik, mij, mijn, ik, uw, u, gij, uw, ik, u, Ik, mijn, mijne, Mijn, ik, mij, ik, mijn, mij, mijn, ik, Een arm geneesheer, ik, mijn, ik, ik, Gij, gij, gij, Ik, mijn, ik, ik, mij, Ik, Ik, mijner, ik, mijne, ik, ik, mijne, mijn, deze, Dr. Watson, Een dokter, gij, uw, u, u, gij, gij, uw, Ik, ik, Gij, Ik, mij, Ik, mijn, ik
ConanDoyle_SherlockHolmesDeAgraSchat	6	12	14	n	sg	PKM.in	deze verrichting, de gewoonte, er
ConanDoyle_SherlockHolmesDeAgraSchat	6	22	24	n	sg	MISC	dit opzicht
ConanDoyle_SherlockHolmesDeAgraSchat	7	8	11	n	sg	PKM.uit	het gezicht ervan
ConanDoyle_SherlockHolmesDeAgraSchat	7	20	24	n	sg	PKM.in	mijn gebrek aan moed
ConanDoyle_SherlockHolmesDeAgraSchat	8	11	14	n	sg	MISC	de noodige opheldering
ConanDoyle_SherlockHolmesDeAgraSchat	8	20	23	n	sg	PKM.in	zooveel koele onverschilligheid
ConanDoyle_SherlockHolmesDeAgraSchat	8	24	29	n	sg	PKM.in	het voorkomen van mijn metgezel
ConanDoyle_SherlockHolmesDeAgraSchat	8	31	32	fm	sg	PER.misc	elkeen, zich, zich, hem
ConanDoyle_SherlockHolmesDeAgraSchat	9	0	2	n	sg	PKM.in	Zijn kracht
ConanDoyle_SherlockHolmesDeAgraSchat	9	3	6	n	sg	PKM.uit	zijn gebiedend uiterlijk
ConanDoyle_SherlockHolmesDeAgraSchat	9	8	10	n	sg	PKM.in	de ondervinding, die
ConanDoyle_SherlockHolmesDeAgraSchat	9	14	18	n	pl	PKM.in	zijne vele buitengewone eigenschappen, de drie eigenschappen
ConanDoyle_SherlockHolmesDeAgraSchat	10	11	18	n	sg	OBJ	den meer dan gewonen en krachtigen wijn, dien
ConanDoyle_SherlockHolmesDeAgraSchat	10	22	24	n	sg	OBJ	mijn lunch
ConanDoyle_SherlockHolmesDeAgraSchat	10	29	31	n	sg	PKM.in	mijne zelfbeheersching
ConanDoyle_SherlockHolmesDeAgraSchat	11	3	4	n	sg	OBJ	het, morphine of cocaïne
ConanDoyle_SherlockHolmesDeAgraSchat	12	7	9	n	sg	OBJ	het notitie-boek, dat, zijn notitie-boek, zijn geopend notitie-boek
ConanDoyle_SherlockHolmesDeAgraSchat	13	3	4	n	sg	OBJ	cocaïne, een oplossing van zeven percent, het, haar, het, er, de cocaïne
ConanDoyle_SherlockHolmesDeAgraSchat	15	11	13	n	sg	PKM.in	mijn gestel
ConanDoyle_SherlockHolmesDeAgraSchat	15	14	18	n	sg	MISC	de campagne in Afghanistan
ConanDoyle_SherlockHolmesDeAgraSchat	15	17	18	n	sg	LOC.land	Afghanistan, Afghanistan
ConanDoyle_SherlockHolmesDeAgraSchat	17	3	6	n	sg	PKM.in	mijne voorgewende zwakte
ConanDoyle_SherlockHolmesDeAgraSchat	18	16	18	n	sg	PKM.in	haar invloed
ConanDoyle_SherlockHolmesDeAgraSchat	19	12	14	fm	sg	PER.misc	den geest
ConanDoyle_SherlockHolmesDeAgraSchat	19	16	19	n	sg	MISC	de latere werking
ConanDoyle_SherlockHolmesDeAgraSchat	20	12	14	n	pl	MISC	de gevolgen
ConanDoyle_SherlockHolmesDeAgraSchat	21	0	2	n	sg	PKM.in	Uw brein
ConanDoyle_SherlockHolmesDeAgraSchat	21	16	21	n	sg	MISC	een pathologisch en ziekelijk proces, dat
ConanDoyle_SherlockHolmesDeAgraSchat	21	26	28	n	pl	PKM.uit	de longen
ConanDoyle_SherlockHolmesDeAgraSchat	21	32	35	n	sg	PKM.in	een permanente zwakte
ConanDoyle_SherlockHolmesDeAgraSchat	23	2	4	n	sg	OBJ	het sop
ConanDoyle_SherlockHolmesDeAgraSchat	23	5	7	n	sg	OBJ	de kool
ConanDoyle_SherlockHolmesDeAgraSchat	24	5	9	n	sg	PKM.in	een kort voorbijgaand genoegen
ConanDoyle_SherlockHolmesDeAgraSchat	24	10	12	n	sg	MISC	het verlies
ConanDoyle_SherlockHolmesDeAgraSchat	24	14	21	n	pl	PKM.in	de groote gaven waarmede gij bedeeld zijt
ConanDoyle_SherlockHolmesDeAgraSchat	25	21	23	n	sg	PKM.in	uw gestel
ConanDoyle_SherlockHolmesDeAgraSchat	27	4	6	n	pl	PKM.uit	zijn vingertoppen
ConanDoyle_SherlockHolmesDeAgraSchat	27	11	13	n	pl	PKM.uit	zijne ellebogen
ConanDoyle_SherlockHolmesDeAgraSchat	27	14	19	n	pl	OBJ	de leuningen van zijn stoel
ConanDoyle_SherlockHolmesDeAgraSchat	27	21	22	fm	sg	PER.misc	iemand, die
ConanDoyle_SherlockHolmesDeAgraSchat	28	1	3	fm	sg	PER.misc	Mijn geest, zich
ConanDoyle_SherlockHolmesDeAgraSchat	29	3	4	n	pl	MISC	problema's
ConanDoyle_SherlockHolmesDeAgraSchat	29	7	8	n	sg	MISC	werk
ConanDoyle_SherlockHolmesDeAgraSchat	29	11	14	n	sg	MISC	het ingewikkeldst geheimschrift
ConanDoyle_SherlockHolmesDeAgraSchat	29	16	20	n	sg	MISC	de meest raadselachtige analyse
ConanDoyle_SherlockHolmesDeAgraSchat	29	25	29	n	sg	PKM.in	de mij eigene atmosfeer
ConanDoyle_SherlockHolmesDeAgraSchat	30	4	6	n	pl	MISC	wonderbaarlijke middelen
ConanDoyle_SherlockHolmesDeAgraSchat	31	3	7	n	sg	MISC	"de onbeduidende "" sleur"
ConanDoyle_SherlockHolmesDeAgraSchat	31	9	12	n	sg	PKM.in	het menschelijk bestaan
ConanDoyle_SherlockHolmesDeAgraSchat	32	3	5	n	sg	MISC	geestelijke verheffing
ConanDoyle_SherlockHolmesDeAgraSchat	33	6	10	n	sg	PKM.in	mijn eigen bizonder beroep
ConanDoyle_SherlockHolmesDeAgraSchat	33	26	31	n	sg	MISC	dat gebied in de wereld
ConanDoyle_SherlockHolmesDeAgraSchat	33	29	31	n	sg	LOC.regio	de wereld, de wereld
ConanDoyle_SherlockHolmesDeAgraSchat	34	10	12	n	pl	PKM.uit	groote oogen
ConanDoyle_SherlockHolmesDeAgraSchat	36	1	2	m	sg	PER.fic	Gregson
ConanDoyle_SherlockHolmesDeAgraSchat	36	4	5	m	sg	PER.fic	Lestrade
ConanDoyle_SherlockHolmesDeAgraSchat	36	7	9	m	sg	PER.fic	Athelney Jones
ConanDoyle_SherlockHolmesDeAgraSchat	36	18	21	n	pl	MISC	de meeste gevallen
ConanDoyle_SherlockHolmesDeAgraSchat	36	26	28	n	sg	MISC	de zaak
ConanDoyle_SherlockHolmesDeAgraSchat	37	2	4	n	pl	MISC	den data
ConanDoyle_SherlockHolmesDeAgraSchat	37	6	8	fm	sg	PER.misc	een gezworene
ConanDoyle_SherlockHolmesDeAgraSchat	37	11	13	n	sg	PKM.in	een oordeel
ConanDoyle_SherlockHolmesDeAgraSchat	37	15	17	n	sg	PKM.in	een specialiteit
ConanDoyle_SherlockHolmesDeAgraSchat	38	5	7	n	pl	MISC	dusdanige gevallen
ConanDoyle_SherlockHolmesDeAgraSchat	39	0	2	n	sg	PKM.in	Mijn naam
ConanDoyle_SherlockHolmesDeAgraSchat	40	0	3	n	sg	MISC	Het werk zelve
ConanDoyle_SherlockHolmesDeAgraSchat	40	4	6	n	sg	PKM.in	het genoegen, mijn hoogste belooning
ConanDoyle_SherlockHolmesDeAgraSchat	40	11	15	n	pl	PKM.in	mijne eigen zeldzame gaven
ConanDoyle_SherlockHolmesDeAgraSchat	41	4	6	n	sg	MISC	eenige ondervinding
ConanDoyle_SherlockHolmesDeAgraSchat	41	8	12	n	sg	PKM.in	mijne methode van werken
ConanDoyle_SherlockHolmesDeAgraSchat	41	13	18	n	sg	MISC	't geval van Jefferson Hope, er
ConanDoyle_SherlockHolmesDeAgraSchat	41	16	18	m	sg	PER.fic	Jefferson Hope
ConanDoyle_SherlockHolmesDeAgraSchat	42	13	15	n	sg	PKM.in	mijn leven
ConanDoyle_SherlockHolmesDeAgraSchat	43	4	6	n	sg	MISC	een werk
ConanDoyle_SherlockHolmesDeAgraSchat	43	10	13	n	sg	MISC	den titel van
ConanDoyle_SherlockHolmesDeAgraSchat	43	15	17	n	sg	MISC	Een Godsgericht
ConanDoyle_SherlockHolmesDeAgraSchat	43	19	23	n	sg	MISC	_A Study in Scarlet_
ConanDoyle_SherlockHolmesDeAgraSchat	45	3	5	n	sg	PKM.uit	het hoofd, het hoofd
ConanDoyle_SherlockHolmesDeAgraSchat	47	1	2	n	sg	MISC	Onthullen, een bepaalde wetenschap, er
ConanDoyle_SherlockHolmesDeAgraSchat	47	15	18	n	sg	PKM.in	dezelfde ongevoelige wijze
ConanDoyle_SherlockHolmesDeAgraSchat	48	4	7	n	sg	MISC	een romantische tint
ConanDoyle_SherlockHolmesDeAgraSchat	48	13	15	n	sg	PKM.in	dezelfde uitwerking
ConanDoyle_SherlockHolmesDeAgraSchat	48	19	21	n	sg	MISC	een liefdeshistorie
ConanDoyle_SherlockHolmesDeAgraSchat	48	22	24	n	sg	MISC	een schaking
ConanDoyle_SherlockHolmesDeAgraSchat	48	25	29	n	sg	PER.misc	den geest van Euclides
ConanDoyle_SherlockHolmesDeAgraSchat	48	28	29	m	sg	PER.nfic	Euclides
ConanDoyle_SherlockHolmesDeAgraSchat	49	2	4	n	sg	MISC	de roman, er
ConanDoyle_SherlockHolmesDeAgraSchat	49	14	16	n	pl	MISC	de feiten
ConanDoyle_SherlockHolmesDeAgraSchat	50	1	12	n	sg	PKM.in	Het eenige feit in het geval dat eene vermelding waardig was, de zeldzame analytische redeneering
ConanDoyle_SherlockHolmesDeAgraSchat	50	5	12	n	sg	MISC	het geval dat eene vermelding waardig was
ConanDoyle_SherlockHolmesDeAgraSchat	50	19	20	n	pl	MISC	oorzaken
ConanDoyle_SherlockHolmesDeAgraSchat	50	21	22	n	pl	MISC	gevolgen
ConanDoyle_SherlockHolmesDeAgraSchat	50	27	29	n	sg	OBJ	het kluwen
ConanDoyle_SherlockHolmesDeAgraSchat	51	3	5	n	sg	MISC	een werk, dat
ConanDoyle_SherlockHolmesDeAgraSchat	51	11	13	n	sg	MISC	het doel
ConanDoyle_SherlockHolmesDeAgraSchat	51	15	16	n	sg	PKM.in	genoegen
ConanDoyle_SherlockHolmesDeAgraSchat	52	9	11	n	sg	PKM.in	zijn egoïsme
ConanDoyle_SherlockHolmesDeAgraSchat	52	22	24	n	sg	OBJ	mijn vlugschrift
ConanDoyle_SherlockHolmesDeAgraSchat	52	25	28	n	pl	PKM.in	zijne bizondere werkzaamheden
ConanDoyle_SherlockHolmesDeAgraSchat	53	10	11	n	sg	LOC.lijn	Baker-Street
ConanDoyle_SherlockHolmesDeAgraSchat	53	20	28	n	sg	PKM.uit	het kalm en meesterachtig uiterlijk van mijn metgezel
ConanDoyle_SherlockHolmesDeAgraSchat	54	9	12	n	sg	PKM.uit	mijn gewond been, er
ConanDoyle_SherlockHolmesDeAgraSchat	55	6	8	n	sg	OBJ	een kogel
ConanDoyle_SherlockHolmesDeAgraSchat	55	23	25	n	sg	MISC	pijnlijke wijze
ConanDoyle_SherlockHolmesDeAgraSchat	56	4	6	n	sg	PKM.in	mijn practijk, zich
ConanDoyle_SherlockHolmesDeAgraSchat	56	10	12	n	sg	LOC.regio	het Vasteland
ConanDoyle_SherlockHolmesDeAgraSchat	56	22	27	n	sg	OBJ	zijn oude pijp van rozeboomenhout, zijn pijp, zijn pijp
ConanDoyle_SherlockHolmesDeAgraSchat	56	26	27	n	sg	OBJ	rozeboomenhout
ConanDoyle_SherlockHolmesDeAgraSchat	56	39	42	m	sg	PER.fic	François le Villard, die, Hij, hij, zijn, hem, hij, den Franschman, Hij, hij, hij, Hij, Hij, hem, hij, Hij
ConanDoyle_SherlockHolmesDeAgraSchat	56	55	57	n	sg	MISC	den voorgrond
ConanDoyle_SherlockHolmesDeAgraSchat	56	62	65	fm	sg	PER.misc	de Fransche detectiven
ConanDoyle_SherlockHolmesDeAgraSchat	57	3	9	n	sg	PKM.in	de Celtische kracht van snelle waarneming
ConanDoyle_SherlockHolmesDeAgraSchat	57	16	21	n	sg	PKM.in	de juiste beoordeeling der feiten
ConanDoyle_SherlockHolmesDeAgraSchat	57	22	25	n	sg	PKM.in	de algemeene kennis, die
ConanDoyle_SherlockHolmesDeAgraSchat	57	29	35	n	sg	PKM.in	de hoogere ontwikkeling van zijn kunst
ConanDoyle_SherlockHolmesDeAgraSchat	57	33	35	n	sg	PKM.in	zijn kunst
ConanDoyle_SherlockHolmesDeAgraSchat	58	0	2	n	sg	MISC	Het geval
ConanDoyle_SherlockHolmesDeAgraSchat	58	6	8	n	sg	OBJ	een testament
ConanDoyle_SherlockHolmesDeAgraSchat	59	11	14	n	pl	MISC	twee gelijksoortige gevallen, het een te Riga in 1857 en het ander te St. Louis in 1871
ConanDoyle_SherlockHolmesDeAgraSchat	59	18	19	n	sg	LOC.bc	Riga
ConanDoyle_SherlockHolmesDeAgraSchat	59	25	27	n	sg	LOC.bc	St. Louis
ConanDoyle_SherlockHolmesDeAgraSchat	59	33	36	n	sg	MISC	de juiste oplossing
ConanDoyle_SherlockHolmesDeAgraSchat	60	2	9	n	sg	OBJ	de brief van dankbetuiging voor mijne hulp, dien, een verfrommeld vel buitenlandsch papier
ConanDoyle_SherlockHolmesDeAgraSchat	60	5	9	n	sg	PKM.in	dankbetuiging voor mijne hulp
ConanDoyle_SherlockHolmesDeAgraSchat	62	3	6	n	sg	PKM.uit	een haastigen blik
ConanDoyle_SherlockHolmesDeAgraSchat	62	14	19	n	sg	PKM.in	bewondering van den Franschman voor
ConanDoyle_SherlockHolmesDeAgraSchat	62	12	25	n	pl	PKM.in	"betuigingen van bewondering van den Franschman voor "" den eenigen Sherlock Holmes """
ConanDoyle_SherlockHolmesDeAgraSchat	63	4	6	fm	sg	PER.misc	een leerling, zijn
ConanDoyle_SherlockHolmesDeAgraSchat	63	7	9	fm	sg	PER.misc	zijn meester
ConanDoyle_SherlockHolmesDeAgraSchat	64	5	7	n	sg	MISC	mijn hulp
ConanDoyle_SherlockHolmesDeAgraSchat	64	19	21	n	pl	PKM.in	groote gaven
ConanDoyle_SherlockHolmesDeAgraSchat	65	2	7	n	pl	PKM.in	twee van de drie eigenschappen, die
ConanDoyle_SherlockHolmesDeAgraSchat	65	9	12	fm	sg	PER.misc	den werkelijken detective
ConanDoyle_SherlockHolmesDeAgraSchat	66	3	5	n	sg	PKM.in	opmerkingsen onthullings-vermogen
ConanDoyle_SherlockHolmesDeAgraSchat	67	5	6	n	sg	PKM.in	kennis, die
ConanDoyle_SherlockHolmesDeAgraSchat	68	4	7	n	pl	PKM.in	mijne kleine werken, Uwe werken, verscheiden handschriften, Zij, allen
ConanDoyle_SherlockHolmesDeAgraSchat	68	8	10	n	sg	MISC	het Fransch
ConanDoyle_SherlockHolmesDeAgraSchat	71	3	4	fm	sg	PER.misc	ik, mij, ik
ConanDoyle_SherlockHolmesDeAgraSchat	72	4	6	n	pl	MISC	technische onderwerpen
ConanDoyle_SherlockHolmesDeAgraSchat	73	8	18	n	sg	MISC	Over het onderscheid tusschen de asch van verschillende soorten tabak, Daarin, Het
ConanDoyle_SherlockHolmesDeAgraSchat	73	12	18	n	sg	OBJ	de asch van verschillende soorten tabak
ConanDoyle_SherlockHolmesDeAgraSchat	73	15	18	n	pl	OBJ	verschillende soorten tabak
ConanDoyle_SherlockHolmesDeAgraSchat	74	8	9	n	pl	OBJ	sigaren
ConanDoyle_SherlockHolmesDeAgraSchat	74	10	11	n	pl	OBJ	cigaretten-
ConanDoyle_SherlockHolmesDeAgraSchat	74	12	13	n	sg	OBJ	pijp-tabak
ConanDoyle_SherlockHolmesDeAgraSchat	74	3	17	n	pl	OBJ	een honderd veertig soorten van sigaren , cigaretten- en pijp-tabak , met gekleurde platen, die, ervan
ConanDoyle_SherlockHolmesDeAgraSchat	74	15	17	n	pl	OBJ	gekleurde platen
ConanDoyle_SherlockHolmesDeAgraSchat	74	18	22	n	sg	MISC	het verschil van asch
ConanDoyle_SherlockHolmesDeAgraSchat	75	2	4	n	sg	MISC	een punt, dat, dat
ConanDoyle_SherlockHolmesDeAgraSchat	75	7	8	n	pl	MISC	straf-processen
ConanDoyle_SherlockHolmesDeAgraSchat	75	14	15	n	sg	OBJ	sleutel
ConanDoyle_SherlockHolmesDeAgraSchat	75	17	20	n	sg	MISC	het grootste belang
ConanDoyle_SherlockHolmesDeAgraSchat	76	1	2	fm	sg	PER.misc	gij, uw
ConanDoyle_SherlockHolmesDeAgraSchat	76	8	13	n	sg	MISC	de een of andere moord
ConanDoyle_SherlockHolmesDeAgraSchat	76	16	18	m	sg	PER.misc	een man, die
ConanDoyle_SherlockHolmesDeAgraSchat	76	20	23	n	sg	OBJ	een Indiaansche lunkah
ConanDoyle_SherlockHolmesDeAgraSchat	76	27	32	n	sg	MISC	het terrein van uw onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	76	30	32	n	sg	MISC	uw onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	77	1	4	n	sg	PKM.in	het geoefend oog
ConanDoyle_SherlockHolmesDeAgraSchat	77	9	15	n	sg	OBJ	de zwarte asch van een Trichinopoly
ConanDoyle_SherlockHolmesDeAgraSchat	77	13	15	n	sg	OBJ	een Trichinopoly
ConanDoyle_SherlockHolmesDeAgraSchat	77	16	21	n	sg	OBJ	de witte van een Havana
ConanDoyle_SherlockHolmesDeAgraSchat	77	19	21	n	sg	OBJ	een Havana
ConanDoyle_SherlockHolmesDeAgraSchat	77	26	28	n	sg	OBJ	een kool
ConanDoyle_SherlockHolmesDeAgraSchat	77	29	31	n	sg	OBJ	een aardappel
ConanDoyle_SherlockHolmesDeAgraSchat	78	3	8	n	sg	PKM.in	eene zeldzame gave van opmerken
ConanDoyle_SherlockHolmesDeAgraSchat	80	2	4	n	sg	PKM.in	mijn handschrift
ConanDoyle_SherlockHolmesDeAgraSchat	80	22	25	n	sg	MISC	bewaarster der indrukken
ConanDoyle_SherlockHolmesDeAgraSchat	80	23	25	n	pl	PKM.in	der indrukken
ConanDoyle_SherlockHolmesDeAgraSchat	81	4	11	n	sg	OBJ	een klein curieus boek over den invloed
ConanDoyle_SherlockHolmesDeAgraSchat	81	12	14	n	sg	MISC	een onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	81	15	17	n	sg	MISC	een vorm
ConanDoyle_SherlockHolmesDeAgraSchat	81	22	27	n	pl	MISC	afbeeldingen van handen van leidekkers
ConanDoyle_SherlockHolmesDeAgraSchat	81	24	27	n	pl	PKM.uit	handen van leidekkers
ConanDoyle_SherlockHolmesDeAgraSchat	81	26	27	fm	pl	PER.misc	leidekkers
ConanDoyle_SherlockHolmesDeAgraSchat	82	0	1	n	sg	MISC	Dat, een zaak van groot practisch belang voor den wetenschappelijken detective
ConanDoyle_SherlockHolmesDeAgraSchat	82	5	12	n	sg	PKM.in	groot practisch belang voor den wetenschappelijken detective
ConanDoyle_SherlockHolmesDeAgraSchat	82	9	12	fm	sg	PER.misc	den wetenschappelijken detective
ConanDoyle_SherlockHolmesDeAgraSchat	82	15	19	n	pl	MISC	gevallen van onopgevraagde lijken
ConanDoyle_SherlockHolmesDeAgraSchat	82	17	19	n	pl	OBJ	onopgevraagde lijken
ConanDoyle_SherlockHolmesDeAgraSchat	83	6	8	n	sg	PKM.in	mijn gebabbel
ConanDoyle_SherlockHolmesDeAgraSchat	84	15	18	n	sg	PKM.in	het grootste belang
ConanDoyle_SherlockHolmesDeAgraSchat	84	21	23	n	sg	MISC	de gelegenheid
ConanDoyle_SherlockHolmesDeAgraSchat	84	26	29	n	sg	PKM.in	uwe toepassing ervan
ConanDoyle_SherlockHolmesDeAgraSchat	85	5	8	n	pl	PKM.in	opmerking en gevolgtrekking
ConanDoyle_SherlockHolmesDeAgraSchat	86	2	6	n	sg	PKM.in	de eene dezer gave
ConanDoyle_SherlockHolmesDeAgraSchat	86	6	8	n	sg	MISC	de andere
ConanDoyle_SherlockHolmesDeAgraSchat	87	12	14	n	sg	OBJ	zijn armstoel
ConanDoyle_SherlockHolmesDeAgraSchat	87	17	24	n	pl	MISC	dikke , blauwe rookwolken uit zijn pijp
ConanDoyle_SherlockHolmesDeAgraSchat	88	11	17	n	sg	LOC.punt	het Postkantoor in de Wigmore Street, het Postkantoor in de Wigmore Street, het kantoor, het postkantoor
